user,ascore,threat
MSC0662,0.17972563162080346,1
MTJ0043,0.1836490765509443,1
MWL0897,0.17589419469494205,1
NGF0226,0.20244504495574112,1
NST0254,-0.008742888969655471,-1
NXG0085,0.05349864293937023,1
OBC0055,0.1752154442771287,1
ORC0907,0.06708864741517628,1
PNB0084,0.04960376349081441,1
PQC0061,0.20318868364142406,1
PTH0527,0.2019211013472545,1
PYT0264,0.06118308960204266,1
QCF0390,0.15127097097022152,1
QEB0780,0.18208337008344028,1
QKA0388,0.06614048253176474,1
QLC0248,0.04206558126738802,1
RAC0058,0.15895705414281253,1
RAW0533,-0.06576698956991689,-1
RBH0654,0.18484713222254395,1
RCG0105,-0.03659653381869121,-1
RCH0106,0.0979220225149095,1
RCM0412,0.01571536446882582,1
REF0374,0.14813791413613075,1
REM0274,0.10253223380763099,1
RHN0782,0.18725278610511825,1
RHW0081,0.17405388875693212,1
RIS0909,0.1133055561988433,1
RMA0911,0.11396829109871165,1
ROS0365,0.1245246533392087,1
SAB0372,0.17478443876079658,1
SBM0063,0.05652538881903024,1
SCR0389,0.08010443224166397,1
SDY0367,0.12697740893952397,1
SHR0369,0.055880834475629304,1
SKC0630,0.17405388875693212,1
SKP0371,0.1285597224648708,1
SMM0380,0.11371074912592566,1
SNP0785,0.1946336522365189,1
SSH0093,0.15492289758622646,1
SVM0538,0.1216259291333271,1
TBD0276,-0.002937647939081689,-1
TBF0071,0.16251797065468782,1
TCG0400,0.05768270858223479,1
TJL0082,0.10684604400438508,1
TOC0528,0.13156346771091582,1
TSE0056,0.1667978734699157,1
TTP0529,0.17964694796343117,1
TWG0096,0.16251797065468782,1
UBM0240,0.18484713222254395,1
UMA0072,-0.0023138313684866185,-1
VBB0361,0.17254444240169559,1
VCP0364,0.14218446576426857,1
VKB0360,0.19996911006359075,1
VLB0069,-0.04399185539082939,-1
VRF0401,0.09494900453895666,1
WAF0395,0.08282213130370997,1
WAS0075,0.1836490765509443,1
WCL0378,0.11781139197888008,1
WJP0386,0.07176732251524609,1
WMP0272,-0.008099949493228675,-1
WXW0044,-0.008357622832431688,-1
XBH0901,0.17292791165101057,1
XCR0407,-0.020502184439735505,-1
XRE0273,0.11480023546082879,1
XTM0246,0.0595400404953671,1
YJT0368,0.02829105848844593,1
YSB0779,0.20061846875838513,1
ZBL0379,0.11802297437130027,1
ZIF0269,0.10061773345440195,1
